Date,Country,Migration State,Arrivals,Arrivals: Gender Male,Arrivals: Gender Female
1/02/2023,Cameroon,Sarawak,0,0,0
1/02/2023,Cameroon,Selangor,15,10,5
1/02/2023,Congo,Johor,3,3,0
1/02/2023,Congo,Pulau Pinang,0,0,0
1/02/2023,Congo,Sarawak,0,0,0
1/02/2023,Congo,Selangor,3,3,0
1/02/2023,Congo,Johor,0,0,0
1/02/2023,Congo,Kedah,0,0,0
1/02/2023,Congo,Selangor,2,2,0
1/02/2023,Cook Islands,Selangor,0,0,0
1/02/2023,Colombia,Johor,25,13,12
1/02/2023,Colombia,Kedah,0,0,0
1/02/2023,Colombia,Perak,0,0,0
1/02/2023,Colombia,Pulau Pinang,1,0,1
1/02/2023,Colombia,Sabah,1,1,0
1/02/2023,Colombia,Sarawak,0,0,0
1/02/2023,Colombia,Selangor,103,54,49
1/02/2023,Colombia,W.P. Labuan,0,0,0
1/02/2023,Comoros,Johor,5,3,2
1/02/2023,Comoros,Kedah,0,0,0
1/02/2023,Comoros,Selangor,17,6,11
1/02/2023,Cabo Verde,Johor,0,0,0
1/02/2023,Cabo Verde,Kedah,0,0,0
1/02/2023,Cabo Verde,Pulau Pinang,0,0,0
1/02/2023,Cabo Verde,Sabah,1,1,0
1/02/2023,Cabo Verde,Selangor,1,1,0
1/02/2023,Costa Rica,Johor,3,2,1
1/02/2023,Costa Rica,Kedah,1,0,1
1/02/2023,Costa Rica,Perak,0,0,0
1/02/2023,Costa Rica,Perlis,0,0,0
1/02/2023,Costa Rica,Pulau Pinang,2,1,1
1/02/2023,Costa Rica,Sabah,0,0,0
1/02/2023,Costa Rica,Sarawak,0,0,0
1/02/2023,Costa Rica,Selangor,44,28,16
1/02/2023,Cuba,Johor,3,2,1
1/02/2023,Cuba,Kedah,0,0,0
1/02/2023,Cuba,Perlis,0,0,0
1/02/2023,Cuba,Pulau Pinang,0,0,0
1/02/2023,Cuba,Sabah,1,0,1
1/02/2023,Cuba,Sarawak,0,0,0
1/02/2023,Cuba,Selangor,15,7,8
1/02/2023,Cyprus,Johor,11,9,2
1/02/2023,Cyprus,Kedah,2,1,1
1/02/2023,Cyprus,Perak,0,0,0
1/02/2023,Cyprus,Perlis,0,0,0
1/02/2023,Cyprus,Pulau Pinang,2,1,1
1/02/2023,Cyprus,Sabah,0,0,0
1/02/2023,Cyprus,Sarawak,0,0,0
1/02/2023,Cyprus,Selangor,32,21,11
1/02/2023,Czechia,Johor,143,74,69
1/02/2023,Czechia,Kedah,170,89,81
1/02/2023,Czechia,Kelantan,3,3,0
1/02/2023,Czechia,Melaka,0,0,0
1/02/2023,Czechia,Negeri Sembilan,0,0,0
1/02/2023,Czechia,Perak,1,0,1
1/02/2023,Czechia,Perlis,10,3,7
1/02/2023,Czechia,Pulau Pinang,29,17,12
1/02/2023,Czechia,Sabah,18,12,6
1/02/2023,Czechia,Sarawak,11,7,4
1/02/2023,Czechia,Selangor,629,372,257
1/02/2023,Czechia,W.P. Labuan,6,3,3
1/02/2023,Germany,Johor,2361,1448,913
1/02/2023,Germany,Kedah,1167,570,597
1/02/2023,Germany,Kelantan,18,13,5
1/02/2023,Germany,Melaka,6,5,1
1/02/2023,Germany,Negeri Sembilan,0,0,0
1/02/2023,Germany,Pahang,5,4,1
1/02/2023,Germany,Perak,27,18,9
1/02/2023,Germany,Perlis,235,142,93
1/02/2023,Germany,Pulau Pinang,847,578,269
1/02/2023,Germany,Sabah,138,84,54
1/02/2023,Germany,Sarawak,245,141,104
1/02/2023,Germany,Selangor,8981,5352,3629
1/02/2023,Germany,Terengganu,0,0,0
1/02/2023,Germany,W.P. Labuan,17,12,5
1/02/2023,Djibouti,Johor,0,0,0
1/02/2023,Djibouti,Selangor,5,3,2
1/02/2023,Dominica,Johor,4,4,0
1/02/2023,Dominica,Kedah,0,0,0
1/02/2023,Dominica,Pulau Pinang,1,1,0
1/02/2023,Dominica,Sabah,0,0,0
1/02/2023,Dominica,Sarawak,0,0,0
1/02/2023,Dominica,Selangor,37,28,9
1/02/2023,Dominica,W.P. Labuan,0,0,0
1/02/2023,Denmark,Johor,321,219,102
1/02/2023,Denmark,Kedah,368,178,190
1/02/2023,Denmark,Kelantan,0,0,0
1/02/2023,Denmark,Melaka,0,0,0
1/02/2023,Denmark,Negeri Sembilan,3,3,0
1/02/2023,Denmark,Pahang,0,0,0
1/02/2023,Denmark,Perak,10,4,6
1/02/2023,Denmark,Perlis,21,16,5
1/02/2023,Denmark,Pulau Pinang,82,56,26
1/02/2023,Denmark,Sabah,53,29,24
1/02/2023,Denmark,Sarawak,20,11,9
1/02/2023,Denmark,Selangor,1087,626,461
1/02/2023,Denmark,W.P. Labuan,0,0,0
1/02/2023,Dominican Republic,Johor,4,3,1
1/02/2023,Dominican Republic,Kedah,0,0,0
1/02/2023,Dominican Republic,Perak,0,0,0
1/02/2023,Dominican Republic,Perlis,0,0,0
1/02/2023,Dominican Republic,Pulau Pinang,3,1,2
1/02/2023,Dominican Republic,Sabah,0,0,0
1/02/2023,Dominican Republic,Sarawak,0,0,0
1/02/2023,Dominican Republic,Selangor,16,7,9
1/02/2023,Algeria,Johor,22,14,8
1/02/2023,Algeria,Kedah,5,2,3
1/02/2023,Algeria,Kelantan,1,1,0
1/02/2023,Algeria,Melaka,0,0,0
1/02/2023,Algeria,Perak,0,0,0
1/02/2023,Algeria,Perlis,1,1,0
1/02/2023,Algeria,Pulau Pinang,0,0,0
1/02/2023,Algeria,Sabah,1,1,0
1/02/2023,Algeria,Sarawak,5,5,0
1/02/2023,Algeria,Selangor,369,256,113
1/02/2023,Algeria,W.P. Labuan,0,0,0
1/02/2023,Ecuador,Johor,11,10,1
1/02/2023,Ecuador,Kedah,0,0,0
1/02/2023,Ecuador,Perak,0,0,0
1/02/2023,Ecuador,Perlis,0,0,0
1/02/2023,Ecuador,Pulau Pinang,1,0,1
1/02/2023,Ecuador,Sabah,0,0,0
1/02/2023,Ecuador,Sarawak,0,0,0
1/02/2023,Ecuador,Selangor,44,30,14
1/02/2023,Egypt,Johor,181,150,31
1/02/2023,Egypt,Kedah,7,3,4
1/02/2023,Egypt,Kelantan,0,0,0
1/02/2023,Egypt,Melaka,0,0,0
1/02/2023,Egypt,Pahang,0,0,0
1/02/2023,Egypt,Perak,0,0,0
1/02/2023,Egypt,Perlis,2,2,0
1/02/2023,Egypt,Pulau Pinang,10,8,2
1/02/2023,Egypt,Sabah,6,5,1
1/02/2023,Egypt,Sarawak,129,87,42
1/02/2023,Egypt,Selangor,1442,996,446
1/02/2023,Egypt,Terengganu,0,0,0
1/02/2023,Egypt,W.P. Labuan,0,0,0
1/02/2023,Eritrea,Johor,1,0,1
1/02/2023,Eritrea,Pulau Pinang,0,0,0
1/02/2023,Eritrea,Sabah,0,0,0
1/02/2023,Eritrea,Selangor,7,4,3
1/02/2023,Spain,Johor,360,229,131
1/02/2023,Spain,Kedah,184,94,90
1/02/2023,Spain,Kelantan,5,3,2
1/02/2023,Spain,Melaka,1,1,0
1/02/2023,Spain,Negeri Sembilan,0,0,0
1/02/2023,Spain,Pahang,0,0,0
1/02/2023,Spain,Perak,6,4,2
1/02/2023,Spain,Perlis,27,16,11
1/02/2023,Spain,Pulau Pinang,97,61,36
1/02/2023,Spain,Sabah,21,12,9
1/02/2023,Spain,Sarawak,29,20,9
1/02/2023,Spain,Selangor,1469,931,538
1/02/2023,Spain,W.P. Labuan,4,2,2
1/02/2023,Estonia,Johor,70,41,29
1/02/2023,Estonia,Kedah,91,45,46
1/02/2023,Estonia,Kelantan,0,0,0
1/02/2023,Estonia,Pahang,0,0,0
1/02/2023,Estonia,Perak,0,0,0
1/02/2023,Estonia,Perlis,4,3,1
1/02/2023,Estonia,Pulau Pinang,34,18,16
1/02/2023,Estonia,Sabah,12,5,7
1/02/2023,Estonia,Sarawak,12,6,6
1/02/2023,Estonia,Selangor,308,164,144
1/02/2023,Estonia,W.P. Labuan,4,1,3
1/02/2023,Ethiopia,Johor,2,2,0
1/02/2023,Ethiopia,Kedah,0,0,0
1/02/2023,Ethiopia,Pulau Pinang,1,1,0
1/02/2023,Ethiopia,Sarawak,0,0,0
1/02/2023,Ethiopia,Selangor,29,23,6
1/02/2023,Finland,Johor,184,120,64
1/02/2023,Finland,Kedah,184,91,93
1/02/2023,Finland,Kelantan,4,2,2
1/02/2023,Finland,Melaka,0,0,0
1/02/2023,Finland,Negeri Sembilan,0,0,0
1/02/2023,Finland,Pahang,0,0,0
1/02/2023,Finland,Perak,8,4,4
1/02/2023,Finland,Perlis,14,12,2
1/02/2023,Finland,Pulau Pinang,60,35,25
1/02/2023,Finland,Sabah,24,13,11
1/02/2023,Finland,Sarawak,19,12,7
1/02/2023,Finland,Selangor,660,371,289
1/02/2023,Finland,W.P. Labuan,6,5,1
1/02/2023,Fiji,Johor,41,19,22
1/02/2023,Fiji,Kedah,1,1,0
1/02/2023,Fiji,Kelantan,0,0,0
1/02/2023,Fiji,Perak,0,0,0
1/02/2023,Fiji,Perlis,0,0,0
1/02/2023,Fiji,Pulau Pinang,5,1,4
1/02/2023,Fiji,Sabah,0,0,0
1/02/2023,Fiji,Sarawak,1,0,1
1/02/2023,Fiji,Selangor,57,36,21
1/02/2023,France,Johor,1781,1100,681
1/02/2023,France,Kedah,1029,546,483
1/02/2023,France,Kelantan,21,13,8
1/02/2023,France,Melaka,3,2,1
1/02/2023,France,Negeri Sembilan,1,1,0
1/02/2023,France,Pahang,4,3,1
1/02/2023,France,Perak,53,32,21
1/02/2023,France,Perlis,162,106,56
1/02/2023,France,Pulau Pinang,421,267,154
1/02/2023,France,Sabah,92,58,34
1/02/2023,France,Sarawak,101,71,30
1/02/2023,France,Selangor,6983,4205,2778
1/02/2023,France,Terengganu,0,0,0
1/02/2023,France,W.P. Labuan,4,3,1
1/02/2023,"Micronesia, Federated States of",Johor,0,0,0
1/02/2023,"Micronesia, Federated States of",Pulau Pinang,0,0,0
1/02/2023,"Micronesia, Federated States of",Selangor,0,0,0
1/02/2023,Gabon,Johor,0,0,0
1/02/2023,Gabon,Pulau Pinang,0,0,0
1/02/2023,Gabon,Sarawak,0,0,0
1/02/2023,Gabon,Selangor,2,1,1
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Johor,4190,2769,1421
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Kedah,1502,798,704
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Kelantan,18,16,2
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Melaka,1,1,0
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Negeri Sembilan,1,1,0
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Pahang,9,6,3
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Perak,126,69,57
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Perlis,239,163,76
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Pulau Pinang,1713,1002,711
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Sabah,464,243,221
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Sarawak,1124,677,447
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Selangor,14459,8875,5584
1/02/2023,United Kingdom of Great Britain and Northern Ireland,Terengganu,0,0,0
1/02/2023,United Kingdom of Great Britain and Northern Ireland,W.P. Labuan,40,23,17
1/02/2023,Georgia,Johor,4,1,3
1/02/2023,Georgia,Kedah,3,1,2
1/02/2023,Georgia,Melaka,0,0,0
1/02/2023,Georgia,Perak,0,0,0
1/02/2023,Georgia,Perlis,2,1,1
1/02/2023,Georgia,Pulau Pinang,1,0,1
1/02/2023,Georgia,Sabah,0,0,0
1/02/2023,Georgia,Sarawak,0,0,0
1/02/2023,Georgia,Selangor,75,59,16
1/02/2023,Ghana,Johor,2,2,0
1/02/2023,Ghana,Kedah,0,0,0
1/02/2023,Ghana,Kelantan,1,1,0
1/02/2023,Ghana,Pulau Pinang,1,1,0
1/02/2023,Ghana,Sabah,1,1,0
1/02/2023,Ghana,Sarawak,3,1,2
1/02/2023,Ghana,Selangor,48,34,14
1/02/2023,Gibraltar,Johor,0,0,0
1/02/2023,Gibraltar,Sarawak,0,0,0
1/02/2023,Guinea,Johor,4,1,3
1/02/2023,Guinea,Kedah,0,0,0
1/02/2023,Guinea,Kelantan,0,0,0
1/02/2023,Guinea,Perlis,0,0,0
1/02/2023,Guinea,Pulau Pinang,0,0,0
1/02/2023,Guinea,Sabah,1,0,1
1/02/2023,Guinea,Sarawak,0,0,0
1/02/2023,Guinea,Selangor,41,33,8
1/02/2023,Guadeloupe,Selangor,0,0,0
1/02/2023,Gambia,Johor,1,1,0
1/02/2023,Gambia,Kedah,0,0,0
1/02/2023,Gambia,Kelantan,0,0,0
1/02/2023,Gambia,Pulau Pinang,0,0,0
1/02/2023,Gambia,Sabah,0,0,0
1/02/2023,Gambia,Sarawak,0,0,0
1/02/2023,Gambia,Selangor,7,5,2
1/02/2023,Guinea-Bissau,Johor,0,0,0
1/02/2023,Guinea-Bissau,Selangor,0,0,0
1/02/2023,Equatorial Guinea,Johor,0,0,0
1/02/2023,Equatorial Guinea,Selangor,1,1,0
1/02/2023,Greece,Johor,50,40,10
1/02/2023,Greece,Kedah,43,26,17
1/02/2023,Greece,Kelantan,0,0,0
1/02/2023,Greece,Melaka,0,0,0
1/02/2023,Greece,Negeri Sembilan,0,0,0
1/02/2023,Greece,Pahang,0,0,0
1/02/2023,Greece,Perak,0,0,0
1/02/2023,Greece,Perlis,9,5,4
1/02/2023,Greece,Pulau Pinang,11,10,1
1/02/2023,Greece,Sabah,4,4,0
1/02/2023,Greece,Sarawak,3,2,1
1/02/2023,Greece,Selangor,277,200,77
1/02/2023,Grenada,Johor,3,2,1
1/02/2023,Grenada,Kedah,0,0,0
1/02/2023,Grenada,Pulau Pinang,0,0,0
1/02/2023,Grenada,Sabah,1,1,0
1/02/2023,Grenada,Sarawak,0,0,0
1/02/2023,Grenada,Selangor,6,6,0
1/02/2023,Greenland,Johor,0,0,0
1/02/2023,Greenland,Selangor,0,0,0
1/02/2023,Guatemala,Johor,0,0,0
1/02/2023,Guatemala,Kedah,0,0,0
1/02/2023,Guatemala,Pahang,0,0,0
1/02/2023,Guatemala,Perak,0,0,0
1/02/2023,Guatemala,Pulau Pinang,0,0,0
1/02/2023,Guatemala,Sabah,0,0,0
1/02/2023,Guatemala,Sarawak,0,0,0
1/02/2023,Guatemala,Selangor,23,10,13
1/02/2023,Guatemala,W.P. Labuan,0,0,0
1/02/2023,Guyana,Johor,4,1,3
1/02/2023,Guyana,Kedah,0,0,0
1/02/2023,Guyana,Pulau Pinang,0,0,0
1/02/2023,Guyana,Sarawak,0,0,0
1/02/2023,Guyana,Selangor,12,7,5
1/02/2023,Hong Kong,Johor,4,2,2
1/02/2023,Hong Kong,Kedah,3,3,0
1/02/2023,Hong Kong,Kelantan,0,0,0
1/02/2023,Hong Kong,Pahang,0,0,0
1/02/2023,Hong Kong,Perak,34,17,17
1/02/2023,Hong Kong,Perlis,4,2,2
1/02/2023,Hong Kong,Pulau Pinang,0,0,0
1/02/2023,Hong Kong,Sabah,2,1,1
1/02/2023,Hong Kong,Sarawak,0,0,0
1/02/2023,Hong Kong,Selangor,2,1,1
1/02/2023,Hong Kong,Terengganu,0,0,0
1/02/2023,Heard Island and McDonald Islands,Johor,0,0,0
1/02/2023,Honduras,Johor,1,1,0
1/02/2023,Honduras,Kedah,0,0,0
1/02/2023,Honduras,Perak,0,0,0
1/02/2023,Honduras,Pulau Pinang,1,0,1
1/02/2023,Honduras,Sabah,0,0,0
1/02/2023,Honduras,Sarawak,0,0,0
1/02/2023,Honduras,Selangor,29,20,9
1/02/2023,Croatia,Johor,55,45,10
1/02/2023,Croatia,Kedah,10,4,6
1/02/2023,Croatia,Kelantan,6,6,0
1/02/2023,Croatia,Melaka,0,0,0
1/02/2023,Croatia,Pahang,0,0,0
1/02/2023,Croatia,Perak,0,0,0
1/02/2023,Croatia,Perlis,0,0,0
1/02/2023,Croatia,Pulau Pinang,9,8,1
1/02/2023,Croatia,Sabah,4,3,1
1/02/2023,Croatia,Sarawak,3,3,0
1/02/2023,Croatia,Selangor,139,86,53
1/02/2023,Haiti,Johor,4,3,1
1/02/2023,Haiti,Kedah,0,0,0
1/02/2023,Haiti,Kelantan,1,1,0
1/02/2023,Haiti,Perak,0,0,0
1/02/2023,Haiti,Pulau Pinang,0,0,0
1/02/2023,Haiti,Sabah,0,0,0
1/02/2023,Haiti,Selangor,4,4,0
1/02/2023,Hungary,Johor,93,61,32
1/02/2023,Hungary,Kedah,59,32,27
1/02/2023,Hungary,Kelantan,1,0,1
1/02/2023,Hungary,Pahang,0,0,0
1/02/2023,Hungary,Perak,0,0,0
1/02/2023,Hungary,Perlis,3,0,3
1/02/2023,Hungary,Pulau Pinang,33,22,11
1/02/2023,Hungary,Sabah,8,6,2
1/02/2023,Hungary,Sarawak,13,7,6
1/02/2023,Hungary,Selangor,741,399,342
1/02/2023,Hungary,W.P. Labuan,0,0,0
1/02/2023,Indonesia,Johor,91426,49248,42178
1/02/2023,Indonesia,Kedah,3939,1460,2479
1/02/2023,Indonesia,Kelantan,153,97,56
1/02/2023,Indonesia,Melaka,5198,2292,2906
1/02/2023,Indonesia,Negeri Sembilan,9819,6587,3232
1/02/2023,Indonesia,Pahang,3,1,2
1/02/2023,Indonesia,Perak,142,41,101
1/02/2023,Indonesia,Perlis,496,196,300
1/02/2023,Indonesia,Pulau Pinang,32124,12557,19567
1/02/2023,Indonesia,Sabah,4504,2149,2355
1/02/2023,Indonesia,Sarawak,35011,18720,16291
1/02/2023,Indonesia,Selangor,83391,41316,42075
1/02/2023,Indonesia,Terengganu,3,3,0
1/02/2023,Indonesia,W.P. Labuan,50,30,20
1/02/2023,India,Johor,13413,9737,3676
1/02/2023,India,Kedah,424,246,178
1/02/2023,India,Kelantan,2,2,0
1/02/2023,India,Melaka,1,1,0
1/02/2023,India,Negeri Sembilan,0,0,0
1/02/2023,India,Pahang,0,0,0
1/02/2023,India,Perak,403,340,63
1/02/2023,India,Perlis,48,35,13
1/02/2023,India,Pulau Pinang,626,457,169
1/02/2023,India,Sabah,174,131,43
1/02/2023,India,Sarawak,1090,805,285
1/02/2023,India,Selangor,36026,26746,9280
1/02/2023,India,Terengganu,0,0,0
1/02/2023,India,W.P. Labuan,107,85,22
1/02/2023, British Indian Ocean Territory,Pulau Pinang,0,0,0
1/02/2023, British Indian Ocean Territory,Selangor,0,0,0
1/02/2023,Ireland,Johor,227,156,71
1/02/2023,Ireland,Kedah,99,61,38
1/02/2023,Ireland,Kelantan,3,2,1
1/02/2023,Ireland,Negeri Sembilan,0,0,0
1/02/2023,Ireland,Pahang,1,0,1
1/02/2023,Ireland,Perak,7,4,3
1/02/2023,Ireland,Perlis,26,16,10
1/02/2023,Ireland,Pulau Pinang,120,71,49
1/02/2023,Ireland,Sabah,17,11,6
1/02/2023,Ireland,Sarawak,42,21,21
1/02/2023,Ireland,Selangor,1087,654,433
1/02/2023,Ireland,Terengganu,0,0,0
1/02/2023,Ireland,W.P. Labuan,3,1,2
1/02/2023,"Iran, Islamic Republic of",Johor,83,61,22
1/02/2023,"Iran, Islamic Republic of",Kedah,6,3,3
1/02/2023,"Iran, Islamic Republic of",Kelantan,0,0,0
1/02/2023,"Iran, Islamic Republic of",Perak,0,0,0
1/02/2023,"Iran, Islamic Republic of",Perlis,15,9,6
1/02/2023,"Iran, Islamic Republic of",Pulau Pinang,4,2,2
1/02/2023,"Iran, Islamic Republic of",Sabah,3,2,1
1/02/2023,"Iran, Islamic Republic of",Sarawak,4,2,2
1/02/2023,"Iran, Islamic Republic of",Selangor,861,469,392
1/02/2023,"Iran, Islamic Republic of",W.P. Labuan,0,0,0
1/02/2023,Iraq,Johor,28,24,4
1/02/2023,Iraq,Kedah,0,0,0
1/02/2023,Iraq,Kelantan,0,0,0
1/02/2023,Iraq,Melaka,0,0,0
1/02/2023,Iraq,Pahang,0,0,0
1/02/2023,Iraq,Perak,0,0,0
1/02/2023,Iraq,Perlis,0,0,0
1/02/2023,Iraq,Pulau Pinang,1,1,0
1/02/2023,Iraq,Sabah,0,0,0
1/02/2023,Iraq,Sarawak,0,0,0
1/02/2023,Iraq,Selangor,793,539,254
1/02/2023,Iceland,Johor,4,2,2
1/02/2023,Iceland,Kedah,3,1,2
1/02/2023,Iceland,Kelantan,0,0,0
1/02/2023,Iceland,Perak,0,0,0
1/02/2023,Iceland,Perlis,1,1,0
1/02/2023,Iceland,Pulau Pinang,3,1,2
1/02/2023,Iceland,Sabah,1,1,0
1/02/2023,Iceland,Sarawak,0,0,0
1/02/2023,Iceland,Selangor,37,17,20
1/02/2023,Iceland,W.P. Labuan,0,0,0
1/02/2023,Israel,Pulau Pinang,0,0,0
1/02/2023,Italy,Johor,544,385,159
1/02/2023,Italy,Kedah,547,291,256
1/02/2023,Italy,Kelantan,8,6,2
1/02/2023,Italy,Melaka,0,0,0
1/02/2023,Italy,Negeri Sembilan,1,1,0
1/02/2023,Italy,Pahang,0,0,0
1/02/2023,Italy,Perak,9,7,2
1/02/2023,Italy,Perlis,55,44,11
1/02/2023,Italy,Pulau Pinang,126,89,37
1/02/2023,Italy,Sabah,34,22,12
1/02/2023,Italy,Sarawak,37,24,13
1/02/2023,Italy,Selangor,2576,1763,813
1/02/2023,Italy,W.P. Labuan,9,4,5
1/02/2023,Jamaica,Johor,0,0,0
1/02/2023,Jamaica,Kedah,0,0,0
1/02/2023,Jamaica,Perak,0,0,0
1/02/2023,Jamaica,Pulau Pinang,4,1,3
1/02/2023,Jamaica,Sabah,0,0,0
1/02/2023,Jamaica,Sarawak,0,0,0
1/02/2023,Jamaica,Selangor,11,5,6
1/02/2023,Jamaica,W.P. Labuan,0,0,0
1/02/2023,Jordan,Johor,11,7,4
1/02/2023,Jordan,Kedah,6,4,2
1/02/2023,Jordan,Kelantan,0,0,0
1/02/2023,Jordan,Melaka,0,0,0
1/02/2023,Jordan,Perlis,1,1,0
1/02/2023,Jordan,Pulau Pinang,2,1,1
1/02/2023,Jordan,Sabah,2,2,0
1/02/2023,Jordan,Sarawak,0,0,0
1/02/2023,Jordan,Selangor,527,330,197
1/02/2023,Jordan,W.P. Labuan,0,0,0
1/02/2023,Japan,Johor,5069,3560,1509
1/02/2023,Japan,Kedah,334,160,174
1/02/2023,Japan,Kelantan,7,5,2
1/02/2023,Japan,Melaka,0,0,0
1/02/2023,Japan,Negeri Sembilan,0,0,0
1/02/2023,Japan,Pahang,4,3,1
1/02/2023,Japan,Perak,85,59,26
1/02/2023,Japan,Perlis,65,54,11
1/02/2023,Japan,Pulau Pinang,1145,817,328
1/02/2023,Japan,Sabah,298,152,146
1/02/2023,Japan,Sarawak,228,133,95
1/02/2023,Japan,Selangor,16124,10292,5832
1/02/2023,Japan,W.P. Labuan,7,5,2
1/02/2023,Kazakhstan,Johor,42,13,29
1/02/2023,Kazakhstan,Kedah,23,11,12
1/02/2023,Kazakhstan,Kelantan,3,1,2
1/02/2023,Kazakhstan,Melaka,0,0,0
1/02/2023,Kazakhstan,Perak,0,0,0
1/02/2023,Kazakhstan,Perlis,10,6,4
1/02/2023,Kazakhstan,Pulau Pinang,16,9,7
1/02/2023,Kazakhstan,Sabah,4,2,2
1/02/2023,Kazakhstan,Sarawak,8,0,8
1/02/2023,Kazakhstan,Selangor,552,225,327
1/02/2023,Kazakhstan,W.P. Labuan,1,0,1
1/02/2023,Kenya,Johor,33,15,18
1/02/2023,Kenya,Kedah,3,1,2
1/02/2023,Kenya,Kelantan,0,0,0
1/02/2023,Kenya,Perak,0,0,0
1/02/2023,Kenya,Perlis,0,0,0
1/02/2023,Kenya,Pulau Pinang,0,0,0
1/02/2023,Kenya,Sabah,2,1,1
1/02/2023,Kenya,Sarawak,2,0,2
1/02/2023,Kenya,Selangor,208,103,105
1/02/2023,Kyrgyzstan,Johor,27,14,13
1/02/2023,Kyrgyzstan,Kedah,6,4,2
1/02/2023,Kyrgyzstan,Kelantan,0,0,0
1/02/2023,Kyrgyzstan,Perak,0,0,0
1/02/2023,Kyrgyzstan,Perlis,1,0,1
1/02/2023,Kyrgyzstan,Pulau Pinang,1,0,1
1/02/2023,Kyrgyzstan,Sabah,2,1,1
1/02/2023,Kyrgyzstan,Sarawak,0,0,0
1/02/2023,Kyrgyzstan,Selangor,173,92,81
1/02/2023,Cambodia,Johor,1991,830,1161
1/02/2023,Cambodia,Kedah,168,134,34
1/02/2023,Cambodia,Kelantan,1314,1077,237
1/02/2023,Cambodia,Melaka,0,0,0
1/02/2023,Cambodia,Negeri Sembilan,0,0,0
1/02/2023,Cambodia,Pahang,0,0,0
1/02/2023,Cambodia,Perak,9,5,4
1/02/2023,Cambodia,Perlis,693,418,275
1/02/2023,Cambodia,Pulau Pinang,32,17,15
1/02/2023,Cambodia,Sabah,1,1,0
1/02/2023,Cambodia,Sarawak,1,0,1
1/02/2023,Cambodia,Selangor,3447,1715,1732
1/02/2023,Cambodia,W.P. Labuan,1,0,1
1/02/2023,Kiribati,Johor,0,0,0
1/02/2023,Kiribati,Sabah,0,0,0
1/02/2023,Kiribati,Selangor,1,0,1
1/02/2023,Saint Kitts and Nevis,Johor,21,16,5
1/02/2023,Saint Kitts and Nevis,Kedah,0,0,0
1/02/2023,Saint Kitts and Nevis,Perlis,0,0,0
1/02/2023,Saint Kitts and Nevis,Pulau Pinang,1,1,0
1/02/2023,Saint Kitts and Nevis,Sabah,0,0,0
1/02/2023,Saint Kitts and Nevis,Selangor,44,39,5
1/02/2023,Saint Kitts and Nevis,W.P. Labuan,0,0,0
1/02/2023,"Korea, Republic of",Johor,12972,6643,6329
1/02/2023,"Korea, Republic of",Kedah,404,181,223
1/02/2023,"Korea, Republic of",Kelantan,1,1,0
1/02/2023,"Korea, Republic of",Melaka,0,0,0
1/02/2023,"Korea, Republic of",Negeri Sembilan,0,0,0
1/02/2023,"Korea, Republic of",Pahang,1,0,1
1/02/2023,"Korea, Republic of",Perak,50,20,30
1/02/2023,"Korea, Republic of",Perlis,69,42,27
1/02/2023,"Korea, Republic of",Pulau Pinang,520,288,232
1/02/2023,"Korea, Republic of",Sabah,20731,8885,11846
1/02/2023,"Korea, Republic of",Sarawak,246,138,108
1/02/2023,"Korea, Republic of",Selangor,13525,7320,6205
1/02/2023,"Korea, Republic of",Terengganu,0,0,0
1/02/2023,"Korea, Republic of",W.P. Labuan,6,4,2
1/02/2023,Kuwait,Johor,26,13,13
1/02/2023,Kuwait,Kedah,2,1,1
1/02/2023,Kuwait,Kelantan,1,1,0
1/02/2023,Kuwait,Perak,0,0,0
1/02/2023,Kuwait,Perlis,0,0,0
1/02/2023,Kuwait,Pulau Pinang,0,0,0
1/02/2023,Kuwait,Sabah,0,0,0
1/02/2023,Kuwait,Sarawak,0,0,0
1/02/2023,Kuwait,Selangor,369,221,148
1/02/2023,Kuwait,W.P. Labuan,0,0,0
1/02/2023, Lao People's Democratic Republic,Johor,139,38,101
1/02/2023, Lao People's Democratic Republic,Kedah,937,108,829
1/02/2023, Lao People's Democratic Republic,Kelantan,803,671,132
1/02/2023, Lao People's Democratic Republic,Melaka,0,0,0
1/02/2023, Lao People's Democratic Republic,Perak,21,4,17
1/02/2023, Lao People's Democratic Republic,Perlis,332,150,182
1/02/2023, Lao People's Democratic Republic,Pulau Pinang,10,3,7
1/02/2023, Lao People's Democratic Republic,Sabah,6,1,5
1/02/2023, Lao People's Democratic Republic,Sarawak,6,0,6
1/02/2023, Lao People's Democratic Republic,Selangor,197,85,112
1/02/2023, Lao People's Democratic Republic,W.P. Labuan,0,0,0
1/02/2023,Lebanon,Johor,20,12,8
1/02/2023,Lebanon,Kedah,3,2,1
